feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,Hiring_Decision,Gender,Marital_Status,Job_Level,Age,Commute_Time,Department
7.541321904289401,0.6303011600009474,0.21102705243290867,1.5047235508353345,0.13886328811585041,-3.6051277594333593,5.014994922471759,-2.699338137023677,0.1395920661693184,2.3024776700530607,-0.4457971904325888,-0.2780123531535329,-3.490024885715136,-1.3429895453624412,0.7003734470849007,1,0,1,1.0,40.0,21.0,HR
0.12913017457852582,3.0967976541778532,1.1330790019832824,-0.3759313652229156,-0.04565502343864575,0.608512848622743,0.3466736760042599,-2.515024214390759,-2.3425813283217822,-1.2478914624761126,-1.5604285706776393,1.023015184752566,-1.8217255202281275,1.5711384414893348,0.2668902255040511,0,1,1,1.0,37.0,35.0,Sales
3.151590242261129,-0.13720906682170897,-0.8861945520848064,-1.5234339760699116,0.8357727806472125,-0.855420260421843,1.0767020980022752,1.0067105085114083,-1.59877538777052,3.2045874104373753,-0.23598531879730666,-0.6464898770506181,-1.9334030488467668,-2.8210107886300513,-0.12561053781395137,0,1,0,2.0,47.0,32.0,HR
9.570555856986648,-3.468192736639044,-0.2370237691572581,2.823978445325015,-1.598706056768436,1.198020890356144,-1.6946184884301645,4.1340190848221,-0.0036556175453938966,0.9672309866022334,0.7290400396501102,-0.3472057310450988,0.3364587298211634,-2.9837143723612414,-1.4671328448670322,0,1,1,1.0,37.0,35.0,Marketing
4.7257844219195615,0.7155278348435049,-1.3954897419460097,1.7570126026866855,-1.0308373760705591,-1.749098756980013,0.7711239432160405,0.2480478628095635,-3.1139742965968087,-0.027147645560084754,-2.2281104686041324,1.9017736991786915,-1.0565373918137637,0.9054449843618022,1.938213590359168,0,0,0,1.0,52.0,29.0,Marketing
5.319612016044925,0.024886966558041235,-0.4814661223624789,-0.4483239379524484,-0.3517889327038458,1.2494268371950459,-2.0301258892934357,1.949711217497463,-0.8134930356277226,1.657335078384972,-1.6181986825494379,0.8516944228995569,1.0005431345855418,-1.003278463626419,-0.46856589283999,0,0,1,2.0,31.0,17.0,Sales
7.398039473541604,-2.0214325335772894,-0.3770999019071485,1.2751659659216854,-0.8720823732464149,0.5762262597222694,2.4379186278428806,-3.05832283676706,2.2176328758501547,0.04029449152187925,0.9773278655670272,-0.9308546682288665,-2.2666694105307235,0.8422901594102719,-1.1007943228120642,0,0,2,1.0,33.0,18.0,Sales
7.42173274732627,3.2543028377806285,-0.4655420737170193,-0.32448368836231717,0.7378879423683027,-1.136875713656814,-1.6165050741705,1.914627181469646,-2.791313392344891,3.235623666636192,-1.3318946196705463,0.7315699433510654,0.5733142905650512,-2.472513558004471,1.2129478589598572,0,1,1,1.0,39.0,20.0,Marketing
4.007166403806045,-1.936661762990469,-0.974497463870024,-0.5799572643141934,0.0003638348422310496,0.43576931187428936,2.1097291428417186,-0.9511164160945371,1.5546481463686095,1.545069579937927,1.460447248874616,-2.705831617592962,-0.839587156269607,-0.16863579951555574,-0.9485395450781028,0,1,0,0.0,46.0,32.0,Eng
8.708383500209653,2.698493466074151,-1.5663181430881918,1.2527230893661847,0.9091478336345322,4.376788504361629,-3.442243731237823,2.0190079581902185,0.9043394746169215,-0.506623360734348,-0.3881488029079099,-1.0646971411217234,1.8320825930185474,-2.8824227385383114,-4.180172888026781,0,1,2,1.0,37.0,26.0,Marketing
