Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,44,Masters,6.5,76.7,77.7,1.7,Urban,26.9,81329,2,0
Male,White,42,Masters,2.7,45.6,30.4,4.3,Suburban,85.3,81532,2,1
Female,Hispanic,26,High School,2.3,58.1,56.9,4.2,Rural,56.0,76287,3,0
Male,White,45,Masters,7.3,86.8,66.6,1.6,Suburban,87.1,100676,2,1
Male,Asian,28,Masters,5.2,100.0,49.9,2.0,Suburban,61.7,100089,3,1
Female,Hispanic,49,Masters,3.5,70.5,65.7,3.5,Suburban,88.7,84688,3,0
Male,White,25,Masters,1.7,84.4,49.8,3.1,Suburban,95.5,93852,1,1
Male,Hispanic,38,Bachelors,10.6,58.5,52.7,1.0,Urban,68.8,95914,3,0
Female,White,39,Bachelors,7.0,77.3,56.4,3.9,Urban,49.3,85753,1,0
Female,Hispanic,35,Bachelors,1.6,47.6,73.0,1.9,Suburban,41.1,68188,4,0
Female,Hispanic,22,High School,2.6,78.6,46.1,4.1,Urban,18.0,73199,3,0
Female,Black,27,High School,5.3,21.4,36.1,2.0,Urban,44.0,79950,1,0
Male,White,34,Masters,1.4,77.2,37.8,1.6,Urban,91.6,90126,1,0
Female,Black,27,Bachelors,0.9,47.4,86.5,1.8,Rural,45.7,71449,1,0
Male,White,28,High School,6.5,78.7,33.6,4.3,Suburban,90.8,99933,1,1
Female,Asian,25,PhD,1.3,66.4,63.4,4.2,Urban,60.1,66301,3,0
Male,White,29,Bachelors,0.3,27.6,91.0,2.8,Urban,56.9,72832,1,0
Male,Asian,34,High School,7.4,31.2,0.0,4.4,Suburban,95.4,84473,3,1
Female,White,37,Masters,7.6,97.6,24.4,3.5,Rural,74.7,99245,2,1
Female,White,28,Masters,6.7,48.6,7.8,3.4,Suburban,49.0,95310,1,0
Female,White,38,Masters,8.5,32.7,81.6,4.6,Urban,32.0,74484,2,0
Male,Asian,33,Masters,4.4,48.5,34.0,1.0,Rural,42.5,84588,3,0
Female,Hispanic,42,Masters,1.9,46.2,32.0,1.0,Rural,72.4,65023,4,0
Male,White,43,Masters,8.9,71.9,6.8,2.1,Urban,78.8,104977,1,1
Male,Black,40,High School,0.9,15.3,72.8,1.0,Urban,53.1,68070,3,0
Female,Asian,39,Masters,2.5,90.4,40.9,2.1,Suburban,59.4,83081,3,0
Female,Asian,26,High School,7.3,53.8,86.1,1.0,Suburban,18.5,87625,4,0
Male,Black,57,Masters,7.1,51.9,64.7,3.9,Urban,40.1,89458,3,0
Female,White,34,Masters,0.2,100.0,62.1,1.2,Urban,79.2,83206,1,0
Female,Black,30,Bachelors,0.9,16.4,33.0,3.1,Urban,81.6,58617,1,0
Female,Asian,30,Bachelors,1.5,88.5,42.4,1.7,Rural,87.7,84423,3,0
Female,Hispanic,35,Bachelors,0.7,50.9,40.8,1.5,Urban,49.6,76159,3,0
Female,White,26,PhD,12.4,55.4,54.7,3.1,Urban,76.2,92579,1,1
Female,Asian,37,PhD,0.4,77.0,54.7,2.3,Urban,71.7,69576,3,0
Female,Asian,53,PhD,6.0,99.9,59.1,1.9,Rural,75.2,96994,4,1
Female,Hispanic,32,PhD,2.6,72.1,54.4,2.6,Suburban,63.8,80202,3,0
Female,Asian,34,High School,2.2,24.8,47.6,5.0,Suburban,51.0,60000,3,0
Female,White,22,Bachelors,0.3,32.8,37.5,1.5,Urban,43.9,70115,2,0
Male,White,22,Masters,0.8,90.6,21.6,1.0,Rural,100.0,94321,1,1
Female,White,46,PhD,0.0,100.0,29.6,3.2,Suburban,78.7,81121,1,1
Female,Asian,37,High School,12.4,72.0,9.5,4.0,Rural,32.0,88850,3,0
Female,Hispanic,29,Masters,11.6,86.5,21.0,3.1,Urban,49.7,98518,4,0
Female,White,36,Bachelors,0.6,100.0,64.7,4.5,Rural,40.4,90054,2,0
Female,White,29,High School,0.7,56.8,63.9,1.3,Urban,51.3,75974,1,0
Female,Hispanic,43,Bachelors,3.1,54.6,43.9,1.0,Suburban,82.9,66333,3,0
Male,Asian,42,Masters,2.3,75.0,65.8,1.0,Suburban,52.7,79948,3,0
Female,Black,40,Masters,1.1,60.1,66.7,1.6,Urban,41.5,78710,1,0
Male,White,41,Bachelors,6.4,93.6,11.5,2.1,Rural,30.9,95332,4,0
Male,Hispanic,29,High School,0.1,56.8,21.6,2.7,Urban,54.9,77478,3,0
Male,White,32,High School,5.1,35.0,45.0,3.3,Urban,71.7,82660,1,0
Male,Asian,30,Masters,2.8,85.2,60.6,4.1,Urban,71.7,94552,3,1
Female,Hispanic,35,Bachelors,1.2,51.0,69.3,3.5,Urban,73.3,65857,3,0
Female,Hispanic,33,Masters,5.2,72.1,37.0,1.9,Suburban,60.3,77839,3,0
Female,White,30,Bachelors,4.6,30.3,41.4,1.1,Rural,63.0,72275,2,0
Male,White,38,Masters,0.2,96.8,26.1,3.7,Suburban,36.0,93341,1,0
Female,White,33,Bachelors,9.1,34.4,42.6,1.9,Urban,51.2,80124,1,0
Female,Asian,26,Masters,1.0,27.6,7.0,5.0,Rural,62.4,52332,4,0
Male,Asian,43,Bachelors,1.6,83.9,14.6,4.2,Suburban,74.6,85727,3,0
Female,White,45,High School,18.4,69.6,23.0,3.3,Urban,77.1,107781,1,1
Male,White,38,Masters,4.3,79.4,69.6,3.5,Urban,54.0,94240,1,1
Female,White,51,Bachelors,8.2,20.4,64.5,2.1,Rural,77.9,75636,2,0
Female,Asian,22,Bachelors,6.0,56.3,44.8,1.6,Suburban,67.3,85299,4,0
Male,Black,34,Masters,13.2,78.8,61.3,3.0,Suburban,53.7,110120,4,1
Female,Asian,30,High School,6.4,89.0,65.4,2.7,Urban,52.3,84716,3,0
Female,White,34,Bachelors,3.2,90.2,43.5,3.1,Rural,9.7,92707,3,0
Male,Asian,28,Bachelors,0.4,36.2,66.3,1.4,Suburban,37.5,64061,3,0
Male,Asian,35,Bachelors,0.5,50.1,54.2,3.0,Suburban,40.0,73745,3,0
Female,Hispanic,44,Bachelors,1.7,84.2,58.8,3.5,Urban,22.5,87906,4,0
Female,White,51,Masters,13.5,98.4,68.8,3.2,Urban,71.2,112483,2,1
Male,Asian,41,High School,4.6,36.9,52.5,3.7,Suburban,73.0,81611,4,0
Male,White,49,High School,1.3,100.0,52.8,4.3,Urban,44.4,92651,2,1
Female,Asian,33,High School,2.2,54.2,29.8,2.7,Urban,64.5,66841,3,0
Female,Asian,41,High School,2.8,88.2,45.6,1.0,Urban,59.2,87108,3,0
Male,Asian,31,High School,17.4,26.2,72.8,1.8,Urban,69.9,94502,4,1
Male,Hispanic,22,Masters,1.4,83.3,63.5,1.3,Suburban,63.1,77700,3,0
Female,Hispanic,65,PhD,0.1,65.6,62.1,1.0,Suburban,71.1,60694,3,0
Male,Asian,22,Bachelors,8.5,74.7,4.8,1.8,Urban,30.2,97712,3,0
Female,Asian,33,Bachelors,0.4,85.4,26.7,2.6,Rural,28.2,79526,3,0
Female,Asian,45,Masters,0.1,72.0,56.5,1.8,Urban,61.9,62444,3,0
Male,Asian,30,High School,0.4,67.9,73.4,2.2,Suburban,86.8,85269,3,1
Male,Black,31,High School,25.0,60.7,77.3,2.4,Suburban,100.0,122123,2,1
Female,White,34,Masters,2.0,33.5,75.3,1.4,Urban,68.7,74670,2,0
Female,White,35,PhD,0.2,53.1,90.5,4.3,Urban,86.6,73691,1,1
Female,Asian,45,High School,6.2,52.4,90.0,1.1,Urban,63.3,79082,3,0
Male,Black,40,Bachelors,6.7,29.5,43.5,1.5,Suburban,50.3,82986,1,0
Male,White,39,PhD,1.3,85.4,45.4,1.7,Suburban,44.6,93223,1,0
Male,Hispanic,30,High School,1.8,69.2,15.7,1.3,Suburban,63.5,80502,3,0
Male,Black,22,Masters,1.2,50.2,18.8,2.1,Rural,67.2,78753,1,0
Male,Hispanic,28,Masters,6.3,64.7,31.9,1.5,Suburban,87.0,86333,3,0
Male,Black,47,Bachelors,17.4,82.9,25.6,2.0,Suburban,31.8,108644,3,0
Male,White,22,Masters,2.6,59.1,37.8,4.0,Suburban,72.6,80862,1,0
Male,Asian,36,High School,4.5,13.5,28.1,3.5,Urban,89.6,72163,4,0
Female,Hispanic,42,Masters,8.6,96.3,80.6,2.3,Suburban,53.8,99724,3,0
Female,Hispanic,38,PhD,9.9,82.9,11.6,1.0,Urban,47.4,100499,3,0
Female,Asian,41,Bachelors,0.8,81.3,25.1,2.8,Urban,51.0,77315,3,0
Male,White,22,Bachelors,4.7,49.0,22.0,1.4,Suburban,19.5,80213,1,0
Male,Black,28,High School,0.9,59.1,43.6,4.6,Rural,27.7,76633,4,0
Male,White,28,High School,1.2,16.8,64.1,1.8,Urban,79.2,71521,1,0
Female,Asian,34,Masters,1.1,77.1,45.8,1.6,Suburban,84.1,85261,3,0
Male,Black,31,Masters,10.3,72.9,33.9,3.2,Urban,58.6,100176,1,0
Male,White,33,Masters,2.4,83.0,63.1,1.5,Urban,93.4,85709,2,1
Female,Hispanic,40,Masters,4.6,53.4,0.0,1.0,Urban,49.9,73898,3,0
Female,White,25,Masters,7.1,79.3,50.9,4.7,Rural,78.3,93601,1,1
Female,Black,38,Bachelors,12.5,54.4,64.1,5.0,Rural,89.0,92315,1,1
Male,Hispanic,40,Bachelors,0.9,75.6,63.1,3.3,Urban,59.9,84452,3,0
Female,Asian,30,Masters,0.6,72.1,34.5,5.0,Rural,54.7,69574,4,0
Male,White,35,High School,10.3,72.5,67.3,3.0,Suburban,84.2,105508,2,1
Male,Asian,34,Bachelors,0.2,60.4,31.3,4.5,Urban,69.1,87842,3,0
Female,Black,25,High School,12.7,68.4,96.7,1.0,Urban,55.5,98739,1,0
Female,Hispanic,33,Masters,0.3,96.1,16.0,2.9,Suburban,34.3,73619,3,0
Female,Asian,45,High School,1.2,50.9,43.2,1.3,Suburban,81.5,68565,3,0
